A股代码,A股简称,A股上市日期
300403,地尔汉宇,2014-10-30
300404,博济医药,2015-04-24
300405,科隆股份,2014-10-30
300406,九强生物,2014-10-30
300407,凯发电气,2014-12-03
300408,三环集团,2014-12-03
300409,道氏技术,2014-12-03
300410,正业科技,2014-12-31
300411,金盾股份,2014-12-31
300412,迦南科技,2014-12-31
300413,快乐购,2015-01-21
300414,中光防雷,2015-05-13
300415,伊之密,2015-01-23
300416,苏试试验,2015-01-22
300417,南华仪器,2015-01-23
300418,昆仑万维,2015-01-21
300419,浩丰科技,2015-01-22
300420,五洋科技,2015-02-17
300421,力星股份,2015-02-17
300422,博世科,2015-02-17
300423,鲁亿通,2015-02-17
300424,航新科技,2015-04-22
300425,环能科技,2015-02-16
300426,唐德影视,2015-02-17
300427,红相电力,2015-02-17
300428,四通新材,2015-03-19
300429,强力新材,2015-03-24
300430,诚益通,2015-03-19
300431,暴风集团,2015-03-24
300432,富临精工,2015-03-19
300433,蓝思科技,2015-03-18
300434,金石东方,2015-04-24
300435,中泰股份,2015-03-26
300436,广生堂,2015-04-22
300437,清水源,2015-04-23
300438,鹏辉能源,2015-04-24
300439,美康生物,2015-04-22
300440,运达科技,2015-04-23
300441,鲍斯股份,2015-04-23
300442,普丽盛,2015-04-24
300443,金雷风电,2015-04-22
300444,双杰电气,2015-04-23
300445,康斯特,2015-04-24
300446,乐凯新材,2015-04-23
300447,全信股份,2015-04-22
300448,浩云科技,2015-04-24
300449,汉邦高科,2015-04-22
300450,先导智能,2015-05-18
300451,创业软件,2015-05-14
300452,山河药辅,2015-05-15
300453,三鑫医疗,2015-05-15
300455,康拓红外,2015-05-15
300456,耐威科技,2015-05-14
300457,赢合科技,2015-05-14
300458,全志科技,2015-05-15
300459,金科文化,2015-05-15
300460,惠伦晶体,2015-05-15
300461,田中精机,2015-05-19
300462,华铭智能,2015-05-27
300463,迈克生物,2015-05-28
300464,星徽精密,2015-06-10
300465,高伟达,2015-05-28
300466,赛摩电气,2015-05-28
300467,迅游科技,2015-05-27
300468,四方精创,2015-05-27
300469,信息发展,2015-06-11
300470,日机密封,2015-06-12
300471,厚普股份,2015-06-11
300472,新元科技,2015-06-11
300473,德尔股份,2015-06-12
300474,景嘉微,2016-03-31
300475,聚隆科技,2015-06-10
300476,胜宏科技,2015-06-11
300477,合纵科技,2015-06-10
300478,杭州高新,2015-06-10
300479,神思电子,2015-06-12
300480,光力科技,2015-07-02
300481,濮阳惠成,2015-06-30
300482,万孚生物,2015-06-30
300483,沃施股份,2015-06-30
300484,蓝海华腾,2016-03-22
300485,赛升药业,2015-06-26
300486,东杰智能,2015-06-30
300487,蓝晓科技,2015-07-02
300488,恒锋工具,2015-07-01
300489,中飞股份,2015-07-01
300490,华自科技,2015-12-31
300491,通合科技,2015-12-31
300492,山鼎设计,2015-12-23
300493,润欣科技,2015-12-10
300494,盛天网络,2015-12-31
300495,美尚生态,2015-12-22
300496,中科创达,2015-12-10
300497,富祥股份,2015-12-22
300498,温氏股份,2015-11-02
300499,高澜股份,2016-02-02
300500,启迪设计,2016-02-04
300501,海顺新材,2016-02-04
300502,新易盛,2016-03-03
300503,昊志机电,2016-03-09
300505,川金诺,2016-03-15
300506,名家汇,2016-03-24
300507,苏奥传感,2016-04-29
300508,维宏股份,2016-04-19
300509,新美星,2016-04-25
300510,金冠电气,2016-05-06
300511,雪榕生物,2016-05-04
300512,中亚股份,2016-05-26
300513,恒泰实达,2016-05-30
300514,友讯达,2017-04-26
300515,三德科技,2016-06-08
300516,久之洋,2016-06-02
300517,海波重科,2016-07-19
300518,盛讯达,2016-06-24
300519,新光药业,2016-06-24
300520,科大国创,2016-07-08
300521,爱司凯,2016-07-05
300522,世名科技,2016-07-05
300523,辰安科技,2016-07-26
300525,博思软件,2016-07-26
300526,中潜股份,2016-08-02
300527,华舟应急,2016-08-05
300528,幸福蓝海,2016-08-08
300529,健帆生物,2016-08-02
300530,达志科技,2016-08-09
300531,优博讯,2016-08-09
300532,今天国际,2016-08-18
300533,冰川网络,2016-08-18
300534,陇神戎发,2016-09-13
300535,达威股份,2016-08-12
300536,农尚环境,2016-09-20
300537,广信材料,2016-08-30
300538,同益股份,2016-08-26
300539,横河模具,2016-08-30
300540,深冷股份,2016-08-23
300541,先进数通,2016-09-13
300542,新晨科技,2016-09-20
300543,朗科智能,2016-09-08
300545,联得装备,2016-09-28
300546,雄帝科技,2016-09-28
300547,川环科技,2016-09-30
300548,博创科技,2016-10-12
300549,优德精密,2016-09-30
300550,和仁科技,2016-10-18
300551,古鳌科技,2016-10-18
300552,万集科技,2016-10-21
300553,集智股份,2016-10-21
300554,三超新材,2017-04-21
300555,路通视信,2016-10-18
300556,丝路视觉,2016-11-04
300557,理工光科,2016-11-01
300558,贝达药业,2016-11-07
300559,佳发安泰,2016-11-01
300560,中富通,2016-11-01
300561,汇金科技,2016-11-17
300562,乐心医疗,2016-11-16
300563,神宇股份,2016-11-14
300565,科信技术,2016-11-22
300566,激智科技,2016-11-15
300567,精测电子,2016-11-22
300568,星源材质,2016-12-01
300569,天能重工,2016-11-25
300570,太辰光,2016-12-06
300571,平治信息,2016-12-13
300572,安车检测,2016-12-06
300573,兴齐眼药,2016-12-08
300575,中旗股份,2016-12-20
300576,容大感光,2016-12-20
300577,开润股份,2016-12-21
300578,会畅通讯,2017-01-25
300579,数字认证,2016-12-23
300580,贝斯特,2017-01-11
300581,晨曦航空,2016-12-20
300582,英飞特,2016-12-28
300583,赛托生物,2017-01-06
300584,海辰药业,2017-01-12
300585,奥联电子,2016-12-29
300586,美联新材,2017-01-04
300587,天铁股份,2017-01-05
300588,熙菱信息,2017-01-05
300589,江龙船艇,2017-01-13
300590,移为通信,2017-01-11
300591,万里马,2017-01-10
300592,华凯创意,2017-01-20
300593,新雷能,2017-01-13
300595,欧普康视,2017-01-17
300596,利安隆,2017-01-19
300597,吉大通信,2017-01-23
300598,诚迈科技,2017-01-20
300599,雄塑科技,2017-01-23
300600,瑞特股份,2017-01-25
300601,康泰生物,2017-02-07
300602,飞荣达,2017-01-26
300603,立昂技术,2017-01-26
300604,长川科技,2017-04-17
300605,恒锋信息,2017-02-08
300606,金太阳,2017-02-08
300607,拓斯达,2017-02-09
300608,思特奇,2017-02-13
300609,汇纳科技,2017-02-15
300610,晨化股份,2017-02-13
300611,美力科技,2017-02-20
300612,宣亚国际,2017-02-15
300613,富瀚微,2017-02-20
300615,欣天科技,2017-02-15
300616,尚品宅配,2017-03-07
300617,安靠智电,2017-02-28
300618,寒锐钴业,2017-03-06
300619,金银河,2017-03-01
300620,光库科技,2017-03-10
300621,维业股份,2017-03-16
300622,博士眼镜,2017-03-15
300623,捷捷微电,2017-03-14
300625,三雄极光,2017-03-17
300626,华瑞股份,2017-03-20
300627,华测导航,2017-03-21
300628,亿联网络,2017-03-17
300629,新劲刚,2017-03-24
300630,普利制药,2017-03-28
300631,久吾高科,2017-03-23
300632,光莆股份,2017-04-06
300633,开立医疗,2017-04-06
300635,达安股份,2017-03-31
300636,同和药业,2017-03-31
300637,扬帆新材,2017-04-12
300638,广和通,2017-04-13
300639,凯普生物,2017-04-12
300640,德艺文创,2017-04-17
300641,正丹股份,2017-04-18
300642,透景生命,2017-04-21
300643,万通智控,2017-05-05
300645,正元智慧,2017-04-21
300647,超频三,2017-05-03
300648,星云股份,2017-04-25
300649,杭州园林,2017-05-05
300650,太龙照明,2017-05-03
300651,金陵体育,2017-05-09
300652,雷迪克,2017-05-16
300653,正海生物,2017-05-16
300655,晶瑞股份,2017-05-23
300656,民德电子,2017-05-19
300657,弘信电子,2017-05-23
300658,延江股份,2017-06-02
300659,中孚信息,2017-05-26
300660,江苏雷利,2017-06-02
300661,圣邦股份,2017-06-06
300662,科锐国际,2017-06-08
300663,科蓝软件,2017-06-08
300665,飞鹿股份,2017-06-13
300666,江丰电子,2017-06-15
300667,必创科技,2017-06-19
300668,杰恩设计,2017-06-19
300669,沪宁股份,2017-06-29
300670,大烨智能,2017-07-03
300671,富满电子,2017-07-05
300672,国科微,2017-07-12
300673,佩蒂股份,2017-07-11
300675,建科院,2017-07-19
300676,华大基因,2017-07-14
300677,英科医疗,2017-07-21
300678,中科信息,2017-07-28
300679,电连技术,2017-07-31
300680,隆盛科技,2017-07-25
300681,英搏尔,2017-07-25
300682,朗新科技,2017-08-01
300683,海特生物,2017-08-08
300685,艾德生物,2017-08-02
300686,智动力,2017-08-04
300687,赛意信息,2017-08-03
300688,创业黑马,2017-08-10
300689,澄天伟业,2017-08-09
300690,双一科技,2017-08-08
300691,联合光电,2017-08-11
300692,中环环保,2017-08-21
300693,盛弘股份,2017-08-22
300696,爱乐达,2017-08-22
